"id","symbol","current_price","last_updated"
"solana","sol","89.25","05/02/2022"
"solana","sol","88.49","05/03/2022"
"solana","sol","86.4","05/04/2022"
"solana","sol","94.15","05/05/2022"
"solana","sol","82.86","05/06/2022"
"solana","sol","80.66","05/07/2022"
"solana","sol","77.45","05/08/2022"
"solana","sol","75.61","05/09/2022"
"solana","sol","64.81","05/10/2022"
"solana","sol","66.03","05/11/2022"
"solana","sol","45.33","05/12/2022"
"solana","sol","51.45","05/13/2022"
"solana","sol","52.42","05/14/2022"
"solana","sol","50.11","05/15/2022"
"solana","sol","55.89","05/16/2022"
"solana","sol","55.57","05/17/2022"
"solana","sol","55.29","05/18/2022"
"solana","sol","51.15","05/19/2022"
"solana","sol","50.06","05/21/2022"
"solana","sol","50.16","05/22/2022"
"solana","sol","51.93","05/23/2022"
"solana","sol","49.84","05/24/2022"
"solana","sol","50.07","05/25/2022"
"solana","sol","48.2","05/26/2022"
"solana","sol","42.59","05/27/2022"
"solana","sol","41.21","05/28/2022"
"solana","sol","42.34","05/29/2022"
"solana","sol","45.79","05/30/2022"
"solana","sol","47.44","05/31/2022"
"solana","sol","44.71","06/01/2022"
"solana","sol","41.17","06/03/2022"
"solana","sol","36.43","06/04/2022"
"solana","sol","38.24","06/05/2022"
"solana","sol","41.75","06/06/2022"
"solana","sol","39.46","06/07/2022"
"solana","sol","38.6","06/08/2022"
"solana","sol","39.18","06/09/2022"
"solana","sol","40.3","06/10/2022"
"solana","sol","37.57","06/11/2022"
"solana","sol","32.44","06/12/2022"
"solana","sol","29.33","06/13/2022"
"solana","sol","28.47","06/14/2022"
"solana","sol","28.48","06/15/2022"
"solana","sol","34.1","06/16/2022"
"solana","sol","30.23","06/17/2022"
"solana","sol","30.11","06/18/2022"
"solana","sol","30.41","06/19/2022"
"solana","sol","32.25","06/20/2022"
"solana","sol","35.15","06/21/2022"
"solana","sol","34.94","06/22/2022"
"solana","sol","35.19","06/23/2022"
"solana","sol","39.11","06/24/2022"
"solana","sol","41.36","06/25/2022"
"solana","sol","41.48","06/26/2022"
"solana","sol","40.12","06/27/2022"
"solana","sol","37.66","06/28/2022"
"solana","sol","35.58","06/29/2022"
"solana","sol","33.01","06/30/2022"
"solana","sol","33.43","07/01/2022"
"solana","sol","32.26","07/02/2022"
"solana","sol","33.27","07/03/2022"
"solana","sol","32.74","07/04/2022"
"solana","sol","35.73","07/05/2022"
"solana","sol","36.28","07/06/2022"
"solana","sol","36.89","07/07/2022"
"solana","sol","38.75","07/08/2022"
"solana","sol","38.41","07/09/2022"
"solana","sol","37.35","07/10/2022"
"solana","sol","35.67","07/11/2022"
"solana","sol","33.79","07/12/2022"
"solana","sol","33.2","07/13/2022"
"solana","sol","34.48","07/14/2022"
"solana","sol","37.42","07/15/2022"
"solana","sol","37.18","07/16/2022"
"solana","sol","40.11","07/17/2022"
"solana","sol","40.38","07/18/2022"
"solana","sol","42.95","07/19/2022"
"solana","sol","45.63","07/20/2022"
"solana","sol","40.15","07/21/2022"
"solana","sol","42.85","07/22/2022"
"solana","sol","41.09","07/23/2022"
"solana","sol","39.63","07/24/2022"
"solana","sol","38.22","07/25/2022"
"solana","sol","36.27","07/26/2022"
"solana","sol","36.01","07/27/2022"
"solana","sol","39.8","07/28/2022"
"solana","sol","43.61","07/29/2022"
"solana","sol","41.84","07/30/2022"
"solana","sol","43.63","07/31/2022"
"solana","sol","43.07","08/01/2022"
"solana","sol","40.32","08/02/2022"
"solana","sol","38.49","08/03/2022"
