"id","symbol","current_price","last_updated"
"bitcoin","btc","40548","04/16/2022"
"bitcoin","btc","40307","04/17/2022"
"bitcoin","btc","39832","04/18/2022"
"bitcoin","btc","40732","04/19/2022"
"bitcoin","btc","41371","04/20/2022"
"bitcoin","btc","41738","04/21/2022"
"bitcoin","btc","40573","04/22/2022"
"bitcoin","btc","39515","04/23/2022"
"bitcoin","btc","39816","04/24/2022"
"bitcoin","btc","39235","04/25/2022"
"bitcoin","btc","40546","04/26/2022"
"bitcoin","btc","38416","04/27/2022"
"bitcoin","btc","39318","04/28/2022"
"bitcoin","btc","39509","04/29/2022"
"bitcoin","btc","38716","04/30/2022"
"bitcoin","btc","38118","05/01/2022"
"bitcoin","btc","38664","05/02/2022"
"bitcoin","btc","38530","05/03/2022"
"bitcoin","btc","38053","05/04/2022"
"bitcoin","btc","39752","05/05/2022"
"bitcoin","btc","36484","05/06/2022"
"bitcoin","btc","35865","05/07/2022"
"bitcoin","btc","34621","05/08/2022"
"bitcoin","btc","33710","05/09/2022"
"bitcoin","btc","30742","05/10/2022"
"bitcoin","btc","31245","05/11/2022"
"bitcoin","btc","28499","05/12/2022"
"bitcoin","btc","30475","05/13/2022"
"bitcoin","btc","29483","05/14/2022"
"bitcoin","btc","29739","05/15/2022"
"bitcoin","btc","30344","05/16/2022"
"bitcoin","btc","30339","05/17/2022"
"bitcoin","btc","29839","05/18/2022"
"bitcoin","btc","29271","05/19/2022"
"bitcoin","btc","29271","05/21/2022"
"bitcoin","btc","29396","05/22/2022"
"bitcoin","btc","30103","05/23/2022"
"bitcoin","btc","29310","05/24/2022"
"bitcoin","btc","30109","05/25/2022"
"bitcoin","btc","29856","05/26/2022"
"bitcoin","btc","29024","05/27/2022"
"bitcoin","btc","28828","05/28/2022"
